Loc,time,ax,ay,az,temp,pressure,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
1713728, 349958, -0.07, -1.02, -0.06, 1337.78, 102748.05, 0.96, 0.91, 0, 1, 8, 55, -10, 34
1713792, 349990, -0.07, -1.02, -0.06, 1337.69, 102746.69, 1.08, 0.90, 0, 1, 6, 46, -13, 34
1713856, 350025, -0.06, -1.02, -0.06, 1337.52, 102744.27, 1.27, 0.91, 0, 1, 6, 45, -15, 34
1713920, 350060, -0.07, -1.02, -0.06, 1337.64, 102751.78, 0.66, 0.93, 0, 1, 11, 45, -18, 34
1713984, 350093, -0.07, -1.02, -0.06, 1337.55, 102749.25, 0.86, 0.91, 0, 1, 10, 46, -14, 34
1714048, 350126, -0.07, -1.02, -0.06, 1337.61, 102746.17, 1.12, 0.90, 0, 1, 6, 52, -18, 34
1714112, 350158, -0.07, -1.02, -0.06, 1337.64, 102746.27, 1.11, 0.93, 0, 1, 11, 47, -12, 34
1714176, 350193, -0.07, -1.02, -0.06, 1337.72, 102748.22, 0.95, 0.94, 0, 1, 13, 47, -21, 34
1714240, 350226, -0.07, -1.02, -0.06, 1337.75, 102746.55, 1.09, 0.92, 0, 1, 13, 46, -18, 34
1714304, 350259, -0.07, -1.02, -0.06, 1337.41, 102750.99, 0.72, 0.94, 0, 1, 10, 51, -20, 34
1714368, 350289, -0.07, -1.02, -0.06, 1337.92, 102749.00, 0.89, 0.93, 0, 1, 11, 52, -16, 34
1714432, 350322, -0.07, -1.02, -0.06, 1338.15, 102751.52, 0.68, 0.94, 0, 1, 8, 41, -18, 34
1714496, 350357, -0.07, -1.02, -0.06, 1337.55, 102750.11, 0.79, 0.94, 0, 1, 12, 48, -15, 34
1714560, 350390, -0.07, -1.02, -0.06, 1337.72, 102750.85, 0.73, 0.93, 0, 1, 14, 44, -22, 34
1714624, 350423, -0.07, -1.02, -0.06, 1337.78, 102746.88, 1.06, 0.94, 0, 1, 8, 49, -20, 34
1714688, 350455, -0.07, -1.02, -0.06, 1337.69, 102749.60, 0.83, 0.96, 0, 1, 8, 52, -20, 34
1714752, 350490, -0.07, -1.02, -0.06, 1337.78, 102745.42, 1.18, 0.95, 0, 1, 8, 48, -18, 34
1714816, 350523, -0.07, -1.02, -0.06, 1337.87, 102744.46, 1.26, 0.95, 0, 1, 9, 48, -12, 34
1714880, 350554, -0.07, -1.02, -0.06, 1337.75, 102748.00, 0.97, 0.95, 0, 1, 9, 47, -14, 34
1714944, 350586, -0.06, -1.02, -0.06, 1337.87, 102747.64, 1.00, 0.96, 0, 1, 10, 53, -15, 34
1715008, 350621, -0.07, -1.02, -0.06, 1337.64, 102745.11, 1.20, 0.96, 0, 1, 4, 52, -17, 34
1715072, 350654, -0.07, -1.02, -0.06, 1337.92, 102745.52, 1.17, 0.97, 0, 1, 7, 59, -15, 34
1715136, 350687, -0.07, -1.02, -0.06, 1337.95, 102747.03, 1.05, 0.98, 0, 1, 7, 55, -16, 34
1715200, 350720, -0.07, -1.02, -0.06, 1338.01, 102744.52, 1.25, 0.97, 0, 1, 8, 56, -16, 34
1715264, 350754, -0.07, -1.02, -0.06, 1337.81, 102748.97, 0.89, 1.00, 0, 1, 6, 51, -15, 34
1715328, 350787, -0.07, -1.02, -0.06, 1337.87, 102752.88, 0.57, 1.00, 0, 1, 9, 49, -17, 34
1715392, 350820, -0.07, -1.02, -0.06, 1337.64, 102744.53, 1.25, 0.97, 0, 1, 11, 44, -12, 34
1715456, 350851, -0.07, -1.02, -0.06, 1338.13, 102747.96, 0.97, 0.98, 0, 1, 11, 48, -13, 34
1715520, 350883, -0.08, -1.02, -0.06, 1338.10, 102749.92, 0.81, 0.98, 0, 1, 12, 49, -13, 34
1715584, 350918, -0.07, -1.02, -0.06, 1338.15, 102745.44, 1.18, 0.96, 0, 1, 12, 50, -16, 34
1715648, 350951, -0.07, -1.02, -0.06, 1337.78, 102747.75, 0.99, 0.99, 0, 1, 11, 53, -20, 34
1715712, 350984, -0.07, -1.02, -0.06, 1337.98, 102745.91, 1.14, 0.99, 0, 1, 15, 40, -17, 34
1715776, 351016, -0.07, -1.02, -0.06, 1337.90, 102747.71, 0.99, 1.01, 0, 1, 13, 43, -14, 34
1715840, 351051, -0.07, -1.02, -0.06, 1337.84, 102747.89, 0.98, 1.02, 0, 1, 12, 44, -16, 34
1715904, 351084, -0.07, -1.02, -0.06, 1337.98, 102748.82, 0.90, 1.04, 0, 1, 13, 44, -18, 34
1715968, 351117, -0.07, -1.02, -0.06, 1338.10, 102743.25, 1.36, 1.03, 0, 1, 8, 50, -19, 34
1716032, 351150, -0.07, -1.02, -0.06, 1338.04, 102749.53, 0.84, 1.05, 0, 1, 5, 52, -14, 34
1716096, 351182, -0.07, -1.02, -0.06, 1338.27, 102748.91, 0.89, 1.04, 0, 1, 10, 49, -14, 34
1716160, 351215, -0.07, -1.02, -0.06, 1338.07, 102746.99, 1.05, 1.02, 0, 1, 9, 48, -15, 34
1716224, 351248, -0.07, -1.02, -0.06, 1338.07, 102745.83, 1.14, 1.02, 0, 1, 7, 46, -17, 34
1716288, 351281, -0.07, -1.02, -0.06, 1338.07, 102741.47, 1.50, 1.03, 0, 1, 6, 52, -15, 34
1716352, 351313, -0.07, -1.02, -0.06, 1338.15, 102746.60, 1.08, 1.05, 0, 1, 9, 53, -18, 34
1716416, 351348, -0.07, -1.02, -0.06, 1338.04, 102746.05, 1.13, 1.04, 0, 1, 7, 53, -14, 34
1716480, 351381, -0.07, -1.02, -0.06, 1337.81, 102743.46, 1.34, 1.04, 0, 1, 4, 52, -13, 34
1716544, 351414, -0.07, -1.02, -0.06, 1338.10, 102744.13, 1.28, 1.05, 0, 1, 7, 52, -20, 34
1716608, 351447, -0.07, -1.02, -0.06, 1338.07, 102745.53, 1.17, 1.07, 0, 1, 4, 54, -16, 34
1716672, 351481, -0.07, -1.02, -0.06, 1338.18, 102747.82, 0.98, 1.10, 0, 1, 8, 51, -23, 34
1716736, 351514, -0.07, -1.02, -0.06, 1338.10, 102748.19, 0.95, 1.09, 0, 1, 11, 49, -19, 34
1716800, 351547, -0.07, -1.02, -0.06, 1338.24, 102748.27, 0.94, 1.08, 0, 1, 12, 49, -20, 34
1716864, 351582, -0.07, -1.02, -0.06, 1337.78, 102748.05, 0.96, 1.09, 0, 1, 9, 43, -21, 34
1716928, 351617, -0.07, -1.02, -0.06, 1337.92, 102744.94, 1.22, 1.08, 0, 1, 10, 49, -13, 34
1716992, 351647, -0.07, -1.02, -0.06, 1338.10, 102751.67, 0.67, 1.09, 0, 1, 8, 53, -22, 34
1717056, 351680, -0.07, -1.02, -0.06, 1337.92, 102746.97, 1.05, 1.07, 0, 1, 12, 46, -23, 34
1717120, 351713, -0.07, -1.02, -0.06, 1337.92, 102746.97, 1.05, 1.07, 0, 1, 11, 45, -17, 34
1717184, 351746, -0.07, -1.02, -0.06, 1337.98, 102750.27, 0.78, 1.08, 0, 1, 9, 40, -16, 34
1717248, 351778, -0.07, -1.02, -0.06, 1338.18, 102745.78, 1.15, 1.07, 0, 1, 7, 43, -15, 34
1717312, 351811, -0.07, -1.02, -0.06, 1337.92, 102748.71, 0.91, 1.06, 0, 1, 10, 52, -17, 34
1717376, 351846, -0.07, -1.02, -0.06, 1338.21, 102749.35, 0.86, 1.06, 0, 1, 14, 44, -16, 34
1717440, 351881, -0.07, -1.02, -0.06, 1337.90, 102746.85, 1.06, 1.06, 0, 1, 10, 55, -14, 34
1717504, 351911, -0.07, -1.02, -0.06, 1338.41, 102744.85, 1.23, 1.06, 0, 1, 8, 52, -15, 34
1717568, 351944, -0.07, -1.02, -0.06, 1338.30, 102748.10, 0.96, 1.07, 0, 1, 12, 46, -12, 34
1717632, 351977, -0.07, -1.02, -0.06, 1338.38, 102747.42, 1.01, 1.04, 0, 1, 7, 54, -15, 34
1717696, 352012, -0.07, -1.02, -0.06, 1337.72, 102745.33, 1.19, 1.04, 0, 1, 7, 58, -14, 34
1717760, 352047, -0.07, -1.02, -0.06, 1338.10, 102746.46, 1.09, 1.04, 0, 1, 5, 53, -18, 34
1717824, 352077, -0.07, -1.02, -0.06, 1338.47, 102751.41, 0.69, 1.03, 0, 1, 9, 50, -15, 34
1717888, 352110, -0.07, -1.02, -0.06, 1338.13, 102747.67, 0.99, 1.00, 0, 1, 8, 52, -16, 34
1717952, 352143, -0.07, -1.02, -0.06, 1338.36, 102745.63, 1.16, 0.99, 0, 1, 11, 52, -19, 34
1718016, 352176, -0.07, -1.02, -0.06, 1338.33, 102745.53, 1.17, 1.00, 0, 1, 13, 51, -20, 34
1718080, 352208, -0.07, -1.02, -0.06, 1338.30, 102744.63, 1.24, 1.01, 0, 1, 12, 52, -24, 34
1718144, 352241, -0.07, -1.02, -0.06, 1338.47, 102751.41, 0.69, 1.02, 0, 1, 11, 46, -20, 34
1718208, 352276, -0.07, -1.02, -0.06, 1338.27, 102745.42, 1.18, 1.01, 0, 1, 7, 45, -13, 34
1718272, 352311, -0.07, -1.02, -0.06, 1338.07, 102745.24, 1.19, 1.01, 0, 1, 2, 46, -16, 34
1718336, 352346, -0.07, -1.02, -0.06, 1338.15, 102751.52, 0.68, 1.03, 0, 1, 11, 48, -13, 34
1718400, 352376, -0.07, -1.02, -0.06, 1338.36, 102752.28, 0.62, 1.01, 0, 1, 9, 49, -12, 34
1718464, 352409, -0.07, -1.02, -0.06, 1338.36, 102748.24, 0.95, 0.99, 0, 1, 7, 45, -12, 34
1718528, 352444, -0.06, -1.02, -0.06, 1338.15, 102746.30, 1.11, 1.00, 0, 1, 10, 52, -12, 34
1718592, 352475, -0.07, -1.02, -0.06, 1338.21, 102750.22, 0.78, 1.00, 0, 1, 15, 46, -12, 34
1718656, 352507, -0.07, -1.02, -0.06, 1338.44, 102746.08, 1.12, 0.99, 0, 1, 8, 44, -11, 34
1718720, 352540, -0.07, -1.02, -0.06, 1338.47, 102745.02, 1.21, 1.01, 0, 1, 6, 51, -16, 34
1718784, 352575, -0.07, -1.02, -0.06, 1338.15, 102745.44, 1.18, 1.01, 0, 1, 12, 47, -15, 34
1718848, 352610, -0.07, -1.02, -0.06, 1338.15, 102743.41, 1.34, 1.01, 0, 1, 14, 54, -11, 34
1718912, 352643, -0.07, -1.02, -0.06, 1337.87, 102748.82, 0.90, 1.03, 0, 1, 12, 51, -15, 34
1718976, 352673, -0.07, -1.02, -0.06, 1338.27, 102746.30, 1.11, 1.02, 0, 1, 6, 50, -17, 34
1719040, 352706, -0.07, -1.02, -0.06, 1338.41, 102747.47, 1.01, 1.02, 0, 1, 9, 50, -17, 34
1719104, 352741, -0.07, -1.02, -0.06, 1338.33, 102752.50, 0.60, 1.02, 0, 1, 11, 46, -20, 34
1719168, 352772, -0.07, -1.02, -0.06, 1338.56, 102753.35, 0.53, 1.01, 0, 1, 10, 52, -15, 34
1719232, 352804, -0.07, -1.02, -0.06, 1338.53, 102745.44, 1.18, 0.99, 0, 1, 6, 52, -20, 34
1719296, 352839, -0.07, -1.02, -0.06, 1338.33, 102744.08, 1.29, 0.99, 0, 1, 6, 50, -17, 34
1719360, 352874, -0.07, -1.02, -0.06, 1338.10, 102743.55, 1.33, 0.99, 0, 1, 3, 49, -18, 34
1719424, 352909, -0.07, -1.02, -0.06, 1338.10, 102746.46, 1.09, 1.00, 0, 1, 10, 51, -20, 34
1719488, 352942, -0.07, -1.02, -0.06, 1338.13, 102745.07, 1.21, 1.02, 0, 1, 9, 51, -12, 34
1719552, 352972, -0.07, -1.02, -0.06, 1338.36, 102747.36, 1.02, 1.02, 0, 1, 10, 49, -15, 34
1719616, 353005, -0.07, -1.02, -0.06, 1338.41, 102741.38, 1.51, 1.01, 0, 1, 13, 47, -19, 34
1719680, 353040, -0.07, -1.02, -0.06, 1338.50, 102743.94, 1.30, 1.05, 0, 1, 8, 41, -14, 34
1719744, 353071, -0.07, -1.02, -0.06, 1338.70, 102745.83, 1.14, 1.09, 0, 1, 13, 42, -15, 34
1719808, 353103, -0.07, -1.02, -0.06, 1338.44, 102746.36, 1.10, 1.10, 0, 1, 4, 50, -14, 34
1719872, 353138, -0.07, -1.02, -0.06, 1338.38, 102748.88, 0.90, 1.10, 0, 1, 11, 48, -16, 34
1719936, 353173, -0.07, -1.02, -0.06, 1338.27, 102745.14, 1.20, 1.10, 0, 1, 11, 49, -15, 34
1720000, 353208, -0.07, -1.02, -0.06, 1338.15, 102746.02, 1.13, 1.11, 0, 1, 9, 51, -16, 34
1720064, 353241, -0.07, -1.02, -0.06, 1338.24, 102750.30, 0.78, 1.10, 0, 1, 5, 50, -17, 34
1720128, 353271, -0.07, -1.02, -0.06, 1338.70, 102746.11, 1.12, 1.08, 0, 1, 12, 50, -17, 34
1720192, 353304, -0.07, -1.02, -0.06, 1338.36, 102745.63, 1.16, 1.07, 0, 1, 7, 50, -19, 34
1720256, 353339, -0.07, -1.02, -0.06, 1338.70, 102744.08, 1.29, 1.08, 0, 1, 9, 53, -19, 34
1720320, 353370, -0.07, -1.02, -0.06, 1338.70, 102750.75, 0.74, 1.09, 0, 1, 10, 46, -19, 34
1720384, 353402, -0.07, -1.02, -0.06, 1338.73, 102747.63, 1.00, 1.08, 0, 1, 13, 53, -16, 34
1720448, 353437, -0.07, -1.02, -0.06, 1338.67, 102750.41, 0.77, 1.10, 0, 1, 9, 54, -20, 34
1720512, 353472, -0.07, -1.02, -0.06, 1338.53, 102746.30, 1.11, 1.11, 0, 1, 8, 46, -17, 34
1720576, 353505, -0.07, -1.02, -0.06, 1337.98, 102749.10, 0.88, 1.11, 0, 1, 5, 56, -17, 34
1720640, 353538, -0.07, -1.02, -0.06, 1338.56, 102751.89, 0.65, 1.09, 0, 1, 10, 50, -17, 34
1720704, 353570, -0.07, -1.02, -0.06, 1338.27, 102747.46, 1.01, 1.05, 0, 1, 10, 41, -10, 34
1720768, 353605, -0.07, -1.02, -0.06, 1338.38, 102745.39, 1.18, 1.05, 0, 1, 10, 54, -17, 34
1720832, 353638, -0.07, -1.02, -0.06, 1338.53, 102746.88, 1.06, 1.05, 0, 1, 7, 47, -18, 34
1720896, 353669, -0.07, -1.02, -0.06, 1338.81, 102747.27, 1.03, 1.05, 0, 1, 9, 46, -15, 34
1720960, 353701, -0.07, -1.02, -0.06, 1338.67, 102741.71, 1.48, 1.03, 0, 1, 12, 49, -13, 34
1721024, 353736, -0.07, -1.02, -0.06, 1338.47, 102747.35, 1.02, 1.04, 0, 1, 11, 44, -14, 34
1721088, 353771, -0.07, -1.02, -0.06, 1338.33, 102749.30, 0.86, 1.03, 0, 1, 8, 52, -12, 34
1721152, 353804, -0.07, -1.02, -0.06, 1338.41, 102747.75, 0.99, 1.02, 0, 1, 9, 51, -13, 34
1721216, 353837, -0.07, -1.02, -0.06, 1338.24, 102746.24, 1.11, 1.02, 0, 1, 9, 44, -14, 34
1721280, 353869, -0.07, -1.02, -0.06, 1338.38, 102745.67, 1.16, 1.02, 0, 1, 8, 51, -15, 34
1721344, 353904, -0.07, -1.02, -0.06, 1338.50, 102748.58, 0.92, 1.02, 0, 1, 14, 49, -14, 34
1721408, 353937, -0.07, -1.02, -0.06, 1338.38, 102746.55, 1.09, 1.03, 0, 1, 12, 48, -14, 34
1721472, 353968, -0.07, -1.02, -0.06, 1338.59, 102746.16, 1.12, 1.02, 0, 1, 11, 51, -13, 34
1721536, 354000, -0.07, -1.02, -0.06, 1338.96, 102748.14, 0.95, 1.02, 0, 1, 12, 44, -18, 34
1721600, 354035, -0.07, -1.02, -0.06, 1338.70, 102751.33, 0.69, 1.01, 0, 1, 14, 50, -16, 34
1721664, 354070, -0.07, -1.02, -0.06, 1338.56, 102750.16, 0.79, 1.00, 0, 1, 11, 56, -16, 34
1721728, 354103, -0.07, -1.02, -0.06, 1338.93, 102753.03, 0.55, 0.99, 0, 1, 8, 52, -20, 34
1721792, 354136, -0.07, -1.02, -0.06, 1338.90, 102745.44, 1.18, 0.98, 0, 1, 7, 49, -18, 34
1721856, 354168, -0.07, -1.02, -0.06, 1338.50, 102746.25, 1.11, 0.99, 0, 1, 9, 45, -12, 34
1721920, 354203, -0.07, -1.02, -0.06, 1338.84, 102749.36, 0.86, 1.00, 0, 1, 8, 47, -11, 34
1721984, 354236, -0.07, -1.02, -0.06, 1339.02, 102744.52, 1.25, 1.01, 0, 1, 16, 56, -16, 34
1722048, 354267, -0.07, -1.02, -0.06, 1338.84, 102748.78, 0.90, 1.02, 0, 1, 12, 52, -18, 34
1722112, 354299, -0.07, -1.02, -0.06, 1338.96, 102750.17, 0.79, 1.01, 0, 1, 14, 49, -14, 34
1722176, 354334, -0.07, -1.02, -0.06, 1338.76, 102746.53, 1.09, 0.99, 0, 1, 12, 51, -11, 34
1722240, 354367, -0.07, -1.02, -0.06, 1338.70, 102747.28, 1.03, 0.99, 0, 1, 13, 42, -17, 34
1722304, 354400, -0.07, -1.02, -0.06, 1338.96, 102749.32, 0.86, 0.97, 0, 1, 12, 47, -10, 34
1722368, 354433, -0.07, -1.02, -0.06, 1338.76, 102747.41, 1.01, 0.96, 0, 1, 13, 48, -13, 34
1722432, 354467, -0.07, -1.02, -0.06, 1338.64, 102745.97, 1.13, 0.97, 0, 1, 7, 48, -18, 34
1722496, 354500, -0.07, -1.02, -0.06, 1338.79, 102745.47, 1.17, 0.98, 0, 1, 13, 52, -18, 34
1722560, 354533, -0.07, -1.02, -0.06, 1339.02, 102745.97, 1.13, 0.98, 0, 1, 11, 51, -18, 34
1722624, 354564, -0.07, -1.02, -0.06, 1339.25, 102750.57, 0.76, 0.98, 0, 1, 10, 48, -19, 34
1722688, 354596, -0.07, -1.02, -0.06, 1339.02, 102747.42, 1.01, 0.97, 0, 1, 6, 46, -21, 34
1722752, 354631, -0.07, -1.02, -0.06, 1338.76, 102750.89, 0.73, 0.97, 0, 1, 13, 44, -19, 34
1722816, 354664, -0.07, -1.02, -0.06, 1338.99, 102750.85, 0.73, 0.95, 0, 1, 11, 53, -17, 34
1722880, 354697, -0.07, -1.02, -0.06, 1338.76, 102748.86, 0.90, 0.94, 0, 1, 10, 48, -20, 34
1722944, 354729, -0.07, -1.02, -0.06, 1339.07, 102747.30, 1.03, 0.95, 0, 1, 7, 45, -19, 34
1723008, 354764, -0.07, -1.02, -0.06, 1338.93, 102749.55, 0.84, 0.96, 0, 1, 9, 53, -16, 34
1723072, 354797, -0.07, -1.02, -0.06, 1338.99, 102745.33, 1.19, 0.98, 0, 1, 10, 61, -17, 34
1723136, 354830, -0.07, -1.02, -0.06, 1338.76, 102750.89, 0.73, 0.98, 0, 1, 9, 57, -18, 34
1723200, 354863, -0.06, -1.02, -0.06, 1338.79, 102745.77, 1.15, 0.96, 0, 1, 7, 54, -11, 34
1723264, 354895, -0.07, -1.02, -0.06, 1339.04, 102748.08, 0.96, 0.97, 0, 1, 9, 41, -14, 34
1723328, 354928, -0.07, -1.02, -0.06, 1338.87, 102753.78, 0.49, 0.96, 0, 1, 7, 52, -15, 34
1723392, 354961, -0.07, -1.02, -0.06, 1338.87, 102746.53, 1.09, 0.94, 0, 1, 10, 52, -13, 34
1723456, 354994, -0.07, -1.02, -0.06, 1338.90, 102744.57, 1.25, 0.95, 0, 1, 9, 52, -12, 34
1723520, 355026, -0.07, -1.02, -0.06, 1339.25, 102745.64, 1.16, 0.96, 0, 1, 11, 51, -14, 34
1723584, 355059, -0.07, -1.02, -0.06, 1339.25, 102743.61, 1.33, 0.97, 0, 1, 10, 43, -15, 34
1723648, 355092, -0.07, -1.02, -0.06, 1339.10, 102743.02, 1.38, 0.99, 0, 1, 6, 43, -18, 34
1723712, 355125, -0.07, -1.02, -0.06, 1339.16, 102745.46, 1.18, 1.01, 0, 1, 14, 46, -15, 34
1723776, 355160, -0.07, -1.02, -0.06, 1339.16, 102747.49, 1.01, 1.01, 0, 1, 14, 47, -21, 34
1723840, 355190, -0.07, -1.02, -0.06, 1339.30, 102749.86, 0.81, 1.00, 0, 1, 14, 52, -17, 34
1723904, 355223, -0.07, -1.02, -0.06, 1338.87, 102745.96, 1.13, 0.99, 0, 1, 8, 53, -13, 34
1723968, 355256, -0.07, -1.02, -0.06, 1339.19, 102748.13, 0.96, 1.00, 0, 1, 12, 51, -16, 34
1724032, 355289, -0.07, -1.02, -0.06, 1339.16, 102747.49, 1.01, 1.00, 0, 1, 10, 48, -17, 34
1724096, 355323, -0.07, -1.02, -0.06, 1338.99, 102744.46, 1.26, 1.02, 0, 1, 10, 49, -17, 34
1724160, 355356, -0.07, -1.02, -0.06, 1339.19, 102744.94, 1.22, 1.04, 0, 1, 10, 52, -18, 34
1724224, 355389, -0.07, -1.02, -0.06, 1339.13, 102745.10, 1.20, 1.06, 0, 1, 9, 57, -18, 34
1724288, 355424, -0.07, -1.02, -0.06, 1339.02, 102746.55, 1.09, 1.07, 0, 1, 13, 51, -11, 34
1724352, 355459, -0.07, -1.02, -0.06, 1338.96, 102745.83, 1.14, 1.08, 0, 1, 9, 53, -15, 34
1724416, 355489, -0.07, -1.02, -0.06, 1339.22, 102743.85, 1.31, 1.08, 0, 1, 7, 48, -15, 34
1724480, 355522, -0.07, -1.02, -0.06, 1339.36, 102750.57, 0.76, 1.11, 0, 1, 10, 48, -19, 34
1724544, 355555, -0.07, -1.02, -0.06, 1338.99, 102743.30, 1.35, 1.09, 0, 1, 8, 52, -19, 34
1724608, 355588, -0.06, -1.02, -0.06, 1338.84, 102744.44, 1.26, 1.11, 0, 1, 5, 55, -14, 34
1724672, 355622, -0.07, -1.02, -0.06, 1339.13, 102743.94, 1.30, 1.14, 0, 1, 9, 45, -14, 34
1724736, 355655, -0.07, -1.02, -0.06, 1339.39, 102746.60, 1.08, 1.15, 0, 1, 11, 42, -17, 34
1724800, 355688, -0.07, -1.02, -0.06, 1339.53, 102747.17, 1.04, 1.15, 0, 1, 13, 39, -18, 34
1724864, 355723, -0.07, -1.02, -0.06, 1339.22, 102746.74, 1.07, 1.14, 0, 1, 12, 47, -15, 34
1724928, 355758, -0.07, -1.02, -0.06, 1338.90, 102748.05, 0.96, 1.13, 0, 1, 8, 49, -16, 34
1724992, 355788, -0.07, -1.02, -0.06, 1338.84, 102749.08, 0.88, 1.11, 0, 1, 13, 48, -18, 34
1725056, 355821, -0.07, -1.02, -0.06, 1338.90, 102744.27, 1.27, 1.09, 0, 1, 8, 50, -20, 34
1725120, 355854, -0.07, -1.02, -0.06, 1339.25, 102750.57, 0.76, 1.10, 0, 1, 10, 43, -22, 34
1725184, 355887, -0.07, -1.02, -0.06, 1339.36, 102749.99, 0.80, 1.10, 0, 1, 13, 46, -21, 34
1725248, 355919, -0.07, -1.02, -0.06, 1339.27, 102747.74, 0.99, 1.09, 0, 1, 11, 47, -17, 34
1725312, 355952, -0.07, -1.02, -0.06, 1339.25, 102748.83, 0.90, 1.09, 0, 1, 7, 51, -13, 34
1725376, 355987, -0.07, -1.02, -0.06, 1339.22, 102748.77, 0.90, 1.08, 0, 1, 8, 54, -17, 34
1725440, 356022, -0.07, -1.02, -0.06, 1338.96, 102747.28, 1.03, 1.06, 0, 1, 10, 51, -14, 34
1725504, 356057, -0.07, -1.02, -0.06, 1338.93, 102746.66, 1.08, 1.05, 0, 1, 8, 50, -15, 34
1725568, 356087, -0.07, -1.02, -0.06, 1339.22, 102748.49, 0.93, 1.05, 0, 1, 13, 52, -14, 34
1725632, 356120, -0.07, -1.02, -0.06, 1339.22, 102743.55, 1.33, 1.04, 0, 1, 7, 57, -16, 34
1725696, 356153, -0.07, -1.02, -0.06, 1339.25, 102748.83, 0.90, 1.05, 0, 1, 6, 56, -18, 34
1725760, 356186, -0.07, -1.02, -0.06, 1339.42, 102747.50, 1.01, 1.03, 0, 1, 10, 57, -16, 34
1725824, 356218, -0.07, -1.02, -0.06, 1339.02, 102750.91, 0.73, 1.04, 0, 1, 13, 50, -13, 34
1725888, 356251, -0.07, -1.02, -0.06, 1339.56, 102750.14, 0.79, 1.01, 0, 1, 7, 48, -20, 34
1725952, 356286, -0.07, -1.02, -0.06, 1339.13, 102750.91, 0.73, 0.99, 0, 1, 8, 44, -14, 34
1726016, 356321, -0.07, -1.02, -0.06, 1339.19, 102751.32, 0.69, 0.96, 0, 1, 10, 53, -17, 34
1726080, 356356, -0.07, -1.02, -0.06, 1339.27, 102745.41, 1.18, 0.94, 0, 1, 10, 52, -16, 34
1726144, 356386, -0.07, -1.02, -0.06, 1339.50, 102753.80, 0.49, 0.95, 0, 1, 11, 55, -15, 34
1726208, 356419, -0.07, -1.02, -0.06, 1339.16, 102750.96, 0.72, 0.92, 0, 1, 11, 47, -18, 34
1726272, 356454, -0.06, -1.02, -0.06, 1339.27, 102748.32, 0.94, 0.90, 0, 1, 10, 49, -21, 34
1726336, 356485, -0.07, -1.02, -0.06, 1339.45, 102749.02, 0.88, 0.91, 0, 1, 12, 45, -19, 34
1726400, 356517, -0.07, -1.02, -0.06, 1339.65, 102748.63, 0.91, 0.89, 0, 1, 13, 48, -14, 34
1726464, 356550, -0.07, -1.02, -0.06, 1339.62, 102748.57, 0.92, 0.90, 0, 1, 13, 47, -18, 34
1726528, 356585, -0.07, -1.02, -0.06, 1339.39, 102750.08, 0.80, 0.90, 0, 1, 15, 47, -13, 34
1726592, 356620, -0.07, -1.02, -0.06, 1339.25, 102746.50, 1.09, 0.89, 0, 1, 9, 50, -21, 34
1726656, 356653, -0.07, -1.02, -0.06, 1339.16, 102752.71, 0.58, 0.90, 0, 1, 8, 44, -17, 34
1726720, 356683, -0.07, -1.02, -0.06, 1339.16, 102748.64, 0.91, 0.89, 0, 1, 10, 49, -15, 34
1726784, 356716, -0.07, -1.02, -0.06, 1339.62, 102747.11, 1.04, 0.88, 0, 1, 12, 52, -18, 34
1726848, 356751, -0.07, -1.02, -0.06, 1339.39, 102747.47, 1.01, 0.88, 0, 1, 11, 56, -12, 34
1726912, 356782, -0.07, -1.02, -0.06, 1339.59, 102747.61, 1.00, 0.88, 0, 1, 8, 54, -14, 34
1726976, 356814, -0.07, -1.02, -0.06, 1339.53, 102744.86, 1.22, 0.87, 0, 1, 7, 52, -19, 34
1727040, 356849, -0.07, -1.02, -0.06, 1339.36, 102745.35, 1.18, 0.88, 0, 1, 12, 49, -18, 34
1727104, 356884, -0.07, -1.02, -0.06, 1339.59, 102750.80, 0.74, 0.89, 0, 1, 15, 53, -15, 34
1727168, 356917, -0.07, -1.02, -0.06, 1339.62, 102749.14, 0.87, 0.89, 0, 1, 10, 58, -19, 34
1727232, 356947, -0.07, -1.02, -0.06, 1339.56, 102748.69, 0.91, 0.90, 0, 1, 6, 52, -17, 34
1727296, 356980, -0.07, -1.02, -0.06, 1339.91, 102750.96, 0.72, 0.90, 0, 1, 9, 54, -18, 34
1727360, 357015, -0.07, -1.02, -0.06, 1339.70, 102744.13, 1.28, 0.91, 0, 1, 7, 50, -16, 34
1727424, 357050, -0.07, -1.02, -0.06, 1339.33, 102746.16, 1.12, 0.91, 0, 1, 12, 48, -15, 34
1727488, 357083, -0.07, -1.02, -0.06, 1339.65, 102748.05, 0.96, 0.94, 0, 1, 11, 52, -20, 34
1727552, 357113, -0.07, -1.02, -0.06, 1340.02, 102748.33, 0.94, 0.95, 0, 1, 14, 52, -18, 34
1727616, 357148, -0.07, -1.02, -0.06, 1339.68, 102743.75, 1.32, 0.95, 0, 1, 10, 45, -18, 34
1727680, 357181, -0.06, -1.02, -0.06, 1340.16, 102746.64, 1.08, 0.98, 0, 1, 12, 48, -14, 34
1727744, 357214, -0.07, -1.02, -0.06, 1339.68, 102746.94, 1.05, 0.98, 0, 1, 8, 47, -18, 34
1727808, 357244, -0.07, -1.02, -0.06, 1340.05, 102750.42, 0.77, 0.99, 0, 1, 9, 52, -15, 34
