timestampMs pressurePa tempK accelX accelY accelZ gyroX gyroY gyroZ imuTemp battV altitudeM velocityMS accelerationMSS unfiltAlt flightState drogueCont drogueFired mainCont mainFired
748470 100129 -8.983 0.014648438 -1.0 0.02 0.98 -0.03 0.12 0.0 0.0 2.0372 0.0221 0.0 1.974 0 0 0 0 0
748490 100126 -8.983 0.019042968 -1.0 0.03 0.98 0.09 0.21 0.0 0.0 2.2882 0.0478 0.0 2.027 0 0 0 0 0
748511 100128 -8.991 0.018554687 -1.0 0.02 1.04 0.09 0.09 0.0 0.0 2.1218 0.0561 0.0 2.0439 0 0 0 0 0
748531 100128 -8.972 0.01953125 -1.0 0.04 1.07 -0.03 0.21 0.0 0.0 2.1218 0.0617 0.0 2.0581 0 0 0 0 0
748552 100131 -9.004 0.021484375 -1.0 0.02 0.98 0.09 0.37 0.0 0.0 1.8681 0.0467 0.0 2.0276 0 0 0 0 0
748572 100125 -8.983 0.017578125 -1.0 0.03 1.16 0.09 0.24 0.0 0.0 2.3728 0.0739 0.0 2.0862 0 0 0 0 0
748593 100130 -8.966 0.0234375 -1.0 0.04 1.16 0.03 0.21 0.0 0.0 1.9527 0.0629 0.0 2.0654 0 0 0 0 0
748613 100133 -8.981 0.016113281 -1.0 0.03 1.07 0.12 0.21 0.0 0.0 1.699 0.034 0.0 2.0054 0 0 0 0 0
748634 100129 -8.977 0.010253907 -1.0 0.02 1.19 -0.15 0.27 0.0 0.0 2.0372 0.0366 0.0 2.0114 0 0 0 0 0
748654 100130 -8.996 0.021484375 -1.0 0.02 1.01 0.09 0.34 0.0 0.0 1.9527 0.0326 0.0 2.0023 0 0 0 0 0
748675 100129 -8.983 0.017578125 -1.0 0.03 1.13 0.03 0.3 0.0 0.0 2.0372 0.0359 0.0 2.0089 0 0 0 0 0
748695 100134 -8.976 0.011230469 -1.0 0.03 0.95 0.12 0.15 0.0 0.0 1.6145 0.0038 0.0 1.9436 0 0 0 0 0
748716 100132 -8.968 0.017578125 -1.0 0.03 0.95 -0.03 0.27 0.0 0.0 1.7836 -0.0084 0.0 1.9169 0 0 0 0 0
748736 100130 -8.976 0.023925781 -1.0 0.03 1.04 0.12 0.24 0.0 0.0 1.9527 -0.0059 0.0 1.9227 0 0 0 0 0
748756 100131 -8.987 0.020019531 -1.0 0.02 1.22 -0.15 0.18 0.0 0.0 1.8681 -0.0092 0.0 1.9135 0 0 0 0 0
748777 100126 -8.977 0.019042968 -1.0 0.03 0.88 0.18 0.3 0.0 0.0 2.2882 0.0216 0.0 1.976 0 0 0 0 0
748797 100130 -8.962 0.016601562 -1.0 0.03 0.98 0.0 0.09 0.0 0.0 1.9527 0.0193 0.0 1.9725 0 0 0 0 0
748818 100132 -8.987 0.019042968 -1.0 0.02 1.01 0.0 0.27 0.0 0.0 1.7836 0.0042 0.0 1.9413 0 0 0 0 0
748838 100128 -8.964 0.026855468 -1.0 0.02 1.07 0.0 0.37 0.0 0.0 2.1218 0.0195 0.0 1.9716 0 0 0 0 0
748859 100130 -8.972 0.010253907 -1.0 0.02 1.07 0.09 0.06 0.0 0.0 1.9527 0.0178 0.0 1.9688 0 0 0 0 0
748879 100130 -8.968 0.012695313 -1.0 0.03 1.04 0.06 0.27 0.0 0.0 1.9527 0.0162 0.0 1.9665 0 0 0 0 0
748900 100128 -8.966 0.020019531 -1.0 0.04 1.1 -0.27 0.34 0.0 0.0 2.1218 0.0289 0.0 1.9928 0 0 0 0 0
