timestampMs,pressurePa,tempK,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,imuTemp,battV,altitudeM,velocityMS,accelerationMSS,unfiltAlt,flightState,drogueCont,drogueFired,mainCont,mainFired,tiltMagnitudeDeg,angularVelRadS_x,angularVelRadS_y,angularVelRadS_z,quaternion_a,quaternion_b,quaternion_c,quaternion_d
355116,101627.359375,281.62,9.792284,0.134075,-0.067037,0.020220,0.001064,-0.008513,286.39,4.03,1.30,-0.01,-0.00,-24.500318,0,1,0,1,0,,,,,,,,
360116,101631.156250,281.64,9.782708,0.110133,-0.057460,0.018091,0.002128,-0.009578,286.54,4.00,1.11,-0.10,-0.01,-24.807605,0,1,0,1,0,,,,,,,,
365116,101612.453125,281.64,9.782708,0.062249,-0.028730,0.021284,0.000000,-0.010642,286.54,4.02,1.23,-0.03,-0.01,-23.293842,0,1,0,1,0,,,,,,,,
370116,101612.453125,281.64,9.787496,0.100556,-0.052672,0.021284,0.003192,-0.012770,286.54,4.00,1.74,0.39,-0.00,-23.293842,0,1,0,1,0,,,,,,,,
375116,101612.453125,281.64,9.801861,0.148440,-0.119710,0.023412,-0.002128,-0.010642,286.59,4.03,1.74,0.31,-0.00,-23.293842,0,1,0,1,0,,,,,,,,
380116,101634.921875,281.66,9.859322,-0.177170,-0.229843,0.017027,-0.003192,-0.010642,286.54,4.03,0.95,-0.29,-0.01,-25.112354,0,1,0,1,0,,,,,,,,
385116,101616.218750,281.66,9.782708,0.095768,-0.076614,0.020220,-0.001064,-0.010642,286.30,4.00,1.48,0.03,-0.01,-23.598636,0,1,0,1,0,,,,,,,,
390116,101616.218750,281.66,9.787496,0.100556,-0.086191,0.021284,0.001064,-0.009578,286.54,4.03,1.57,0.14,-0.01,-23.598636,0,1,0,1,0,,,,,,,,
395116,101616.218750,281.66,9.787496,0.081402,-0.071826,0.023412,-0.001064,-0.009578,286.39,4.00,1.48,0.05,-0.01,-23.598636,0,1,0,1,0,,,,,,,,
400116,101620.015625,281.67,9.792284,0.114921,-0.076614,0.021284,-0.001064,-0.009578,286.39,4.02,0.87,-0.41,-0.01,-23.905950,0,1,0,1,0,,,,,,,,
405116,101620.015625,281.67,9.816226,0.095768,-0.067037,0.022348,0.002128,-0.010642,286.54,4.00,1.49,0.12,-0.00,-23.905950,0,1,0,1,0,,,,,,,,
410116,101620.015625,281.67,9.797073,0.114921,-0.067037,0.021284,0.000000,-0.012770,286.54,4.02,1.59,0.17,-0.01,-23.905950,0,1,0,1,0,,,,,,,,
415116,101638.718750,281.67,9.801861,0.090979,-0.052672,0.021284,0.000000,-0.011706,286.49,4.03,0.87,-0.59,-0.00,-25.419622,0,1,0,1,0,,,,,,,,
