PerfectFlite SLCF
Firmware: 1.0
Software: 1.16
Serial Number: 3810
Apogee: 5608' AGL
Ground Elevation: 288' MSL
NumSamps: 2328
Flight Number: 5
Main Setting: 500' AGL
Apogee Delay: 2 Seconds
Drogue At: 20.80 Seconds
Main At: 85.50 Seconds
Max Drogue Current: 0 Amps
Max Main Current: 0 Amps
Comments: 

Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
97.40, 232, -20, 41.58, 8.20
97.45, 231, -20, 41.58, 8.20
97.50, 229, -19, 41.58, 8.20
97.55, 228, -19, 41.58, 8.20
97.60, 227, -18, 41.58, 8.20
97.65, 225, -17, 41.58, 8.20
97.70, 223, -16, 41.58, 8.20
97.75, 221, -16, 41.58, 8.20
97.80, 219, -15, 41.58, 8.20
97.85, 219, -15, 41.58, 8.20
97.90, 218, -15, 41.58, 8.20
97.95, 216, -15, 41.58, 8.20
98.00, 219, -15, 41.58, 8.20
98.05, 220, -15, 41.58, 8.20
98.10, 220, -15, 41.58, 8.20
98.15, 219, -16, 41.58, 8.20
98.20, 218, -16, 41.58, 8.20
98.25, 220, -17, 41.58, 8.20
98.30, 219, -17, 41.58, 8.20
98.35, 217, -17, 41.58, 8.20
98.40, 216, -17, 41.58, 8.20
98.45, 216, -16, 41.58, 8.20
98.50, 215, -16, 41.58, 8.20
98.55, 215, -16, 41.58, 8.20
98.60, 214, -15, 41.58, 8.20
98.65, 214, -15, 41.58, 8.20
98.70, 211, -15, 41.58, 8.20
98.75, 211, -14, 41.58, 8.20
98.80, 211, -14, 41.56, 8.20
98.85, 209, -14, 41.58, 8.20
98.90, 210, -14, 41.58, 8.20
98.95, 208, -15, 41.56, 8.20
99.00, 208, -16, 41.56, 8.20
99.05, 208, -16, 41.54, 8.20
99.10, 207, -17, 41.54, 8.20
99.15, 204, -17, 41.58, 8.20
99.20, 201, -18, 41.58, 8.20
99.25, 201, -18, 41.56, 8.20
99.30, 200, -18, 41.56, 8.20
99.35, 200, -19, 41.56, 8.20
99.40, 199, -19, 41.56, 8.20
99.45, 198, -19, 41.54, 8.20
99.50, 198, -20, 41.54, 8.20
99.55, 196, -20, 41.54, 8.20
99.60, 195, -20, 41.54, 8.20
99.65, 195, -20, 41.56, 8.20
99.70, 193, -20, 41.56, 8.20
99.75, 191, -20, 41.54, 8.20
99.80, 192, -20, 41.54, 8.20
99.85, 191, -20, 41.54, 8.20
99.90, 188, -20, 41.54, 8.20
99.95, 188, -21, 41.54, 8.20
100.00, 189, -21, 41.54, 8.20
100.05, 185, -22, 41.54, 8.20
100.10, 185, -23, 41.54, 8.20
100.15, 185, -23, 41.54, 8.20
100.20, 183, -23, 41.54, 8.20
100.25, 183, -23, 41.54, 8.20
100.30, 182, -23, 41.54, 8.20
100.35, 179, -23, 41.54, 8.20
100.40, 178, -23, 41.52, 8.20
100.45, 176, -23, 41.54, 8.20
100.50, 176, -23, 41.54, 8.20
100.55, 176, -23, 41.54, 8.20
100.60, 174, -23, 41.54, 8.20
100.65, 173, -23, 41.54, 8.20
100.70, 172, -23, 41.52, 8.20
100.75, 172, -23, 41.54, 8.20
100.80, 170, -23, 41.54, 8.20
100.85, 170, -23, 41.54, 8.20
100.90, 169, -22, 41.50, 8.20
100.95, 166, -21, 41.54, 8.20
101.00, 165, -20, 41.52, 8.20
101.05, 161, -20, 41.52, 8.20
101.10, 159, -19, 41.52, 8.20
101.15, 157, -19, 41.52, 8.20
101.20, 156, -19, 41.50, 8.20
101.25, 155, -19, 41.50, 8.20
101.30, 154, -19, 41.50, 8.20
101.35, 154, -18, 41.50, 8.20
101.40, 152, -18, 41.50, 8.20
101.45, 152, -18, 41.50, 8.20
101.50, 150, -18, 41.50, 8.20
101.55, 150, -18, 41.50, 8.20
101.60, 149, -18, 41.50, 8.20
101.65, 147, -18, 41.50, 8.20
101.70, 146, -18, 41.50, 8.20
101.75, 145, -18, 41.50, 8.20
101.80, 146, -18, 41.50, 8.20
101.85, 145, -18, 41.50, 8.20
101.90, 147, -18, 41.50, 8.20
101.95, 148, -17, 41.50, 8.20
102.00, 150, -17, 41.50, 8.20
102.05, 148, -16, 41.50, 8.20
102.10, 148, -16, 41.50, 8.20
102.15, 147, -16, 41.50, 8.20
102.20, 146, -15, 41.50, 8.20
102.25, 143, -15, 41.52, 8.20
102.30, 144, -15, 41.52, 8.20
102.35, 143, -15, 41.50, 8.20
102.40, 142, -15, 41.50, 8.20
102.45, 141, -15, 41.50, 8.20
102.50, 141, -15, 41.50, 8.20
102.55, 137, -15, 41.52, 8.20
102.60, 139, -15, 41.50, 8.20
102.65, 138, -15, 41.50, 8.20
102.70, 136, -15, 41.50, 8.20
102.75, 137, -15, 41.50, 8.20
102.80, 135, -15, 41.50, 8.20
102.85, 133, -15, 41.52, 8.20
102.90, 132, -16, 41.50, 8.20
102.95, 132, -17, 41.50, 8.20
103.00, 132, -17, 41.50, 8.20
103.05, 129, -18, 41.52, 8.20
103.10, 126, -18, 41.50, 8.20
103.15, 126, -19, 41.50, 8.20
103.20, 124, -19, 41.50, 8.20
103.25, 125, -20, 41.50, 8.20
103.30, 125, -20, 41.50, 8.20
103.35, 123, -21, 41.50, 8.20
103.40, 124, -21, 41.49, 8.20
103.45, 122, -20, 41.49, 8.20
103.50, 121, -20, 41.49, 8.20
103.55, 120, -20, 41.47, 8.20
103.60, 119, -19, 41.47, 8.20
103.65, 117, -19, 41.49, 8.20
103.70, 118, -19, 41.49, 8.20
103.75, 115, -20, 41.49, 8.20
103.80, 117, -20, 41.47, 8.20
103.85, 117, -20, 41.47, 8.20
103.90, 115, -20, 41.49, 8.20
103.95, 115, -20, 41.49, 8.20
104.00, 113, -19, 41.49, 8.20
104.05, 114, -18, 41.47, 8.20
104.10, 112, -18, 41.47, 8.20
104.15, 108, -18, 41.47, 8.20
104.20, 105, -18, 41.49, 8.20
104.25, 103, -18, 41.50, 8.20
104.30, 100, -18, 41.50, 8.20
104.35, 102, -19, 41.49, 8.20
104.40, 101, -18, 41.50, 8.20
104.45, 101, -18, 41.50, 8.20
104.50, 101, -18, 41.49, 8.20
104.55, 101, -18, 41.50, 8.20
104.60, 100, -18, 41.50, 8.20
104.65, 100, -18, 41.49, 8.20
104.70, 98, -18, 41.50, 8.20
104.75, 95, -18, 41.50, 8.20
104.80, 94, -19, 41.50, 8.20
104.85, 93, -19, 41.50, 8.20
104.90, 91, -19, 41.50, 8.20
104.95, 93, -18, 41.49, 8.20
105.00, 94, -18, 41.47, 8.20
105.05, 94, -18, 41.49, 8.20
105.10, 93, -18, 41.47, 8.20
105.15, 90, -17, 41.49, 8.20
105.20, 89, -17, 41.47, 8.20
105.25, 88, -17, 41.49, 8.20
105.30, 86, -17, 41.49, 8.20
105.35, 88, -17, 41.47, 8.20
105.40, 86, -17, 41.47, 8.20
105.45, 86, -17, 41.49, 8.20
105.50, 86, -17, 41.47, 8.20
105.55, 83, -17, 41.47, 8.20
105.60, 84, -17, 41.47, 8.20
105.65, 82, -17, 41.49, 8.20
105.70, 80, -17, 41.49, 8.20
105.75, 80, -17, 41.49, 8.20
105.80, 79, -17, 41.49, 8.20
105.85, 79, -17, 41.47, 8.20
105.90, 78, -17, 41.49, 8.20
105.95, 80, -17, 41.47, 8.20
106.00, 79, -17, 41.49, 8.20
106.05, 76, -17, 41.49, 8.20
106.10, 75, -17, 41.49, 8.20
106.15, 72, -16, 41.49, 8.20
106.20, 71, -16, 41.47, 8.20
106.25, 70, -15, 41.49, 8.20
106.30, 68, -15, 41.50, 8.20
106.35, 68, -16, 41.50, 8.20
106.40, 68, -16, 41.50, 8.20
106.45, 67, -17, 41.49, 8.20
106.50, 67, -17, 41.49, 8.20
106.55, 66, -17, 41.49, 8.20
106.60, 65, -17, 41.50, 8.20
106.65, 63, -17, 41.50, 8.20
106.70, 64, -16, 41.49, 8.20
106.75, 61, -16, 41.50, 8.20
106.80, 62, -16, 41.49, 8.20
106.85, 60, -16, 41.49, 8.20
106.90, 58, -17, 41.50, 8.20
106.95, 58, -18, 41.50, 8.20
107.00, 60, -18, 41.49, 8.20
107.05, 62, -19, 41.47, 8.20
107.10, 60, -19, 41.47, 8.20
107.15, 57, -19, 41.47, 8.20
107.20, 57, -18, 41.49, 8.20
107.25, 60, -18, 41.49, 8.20
107.30, 58, -17, 41.47, 8.20
107.35, 56, -17, 41.47, 8.20
107.40, 53, -16, 41.47, 8.20
107.45, 48, -16, 41.49, 8.20
107.50, 48, -17, 41.47, 8.20
107.55, 50, -17, 41.47, 8.20
107.60, 51, -17, 41.47, 8.20
107.65, 49, -17, 41.47, 8.20
107.70, 50, -17, 41.47, 8.20
107.75, 48, -18, 41.47, 8.20
107.80, 48, -18, 41.47, 8.20
107.85, 47, -18, 41.47, 8.20
107.90, 43, -18, 41.47, 8.20
107.95, 43, -17, 41.47, 8.20
108.00, 38, -17, 41.47, 8.20
108.05, 37, -16, 41.47, 8.20
108.10, 34, -16, 41.47, 8.20
108.15, 35, -16, 41.47, 8.20
108.20, 36, -16, 41.47, 8.20
108.25, 37, -16, 41.47, 8.20
108.30, 35, -16, 41.47, 8.20
108.35, 37, -15, 41.47, 8.20
108.40, 35, -15, 41.47, 8.20
108.45, 35, -15, 41.47, 8.20
108.50, 33, -16, 41.47, 8.20
108.55, 32, -17, 41.47, 8.20
108.60, 30, -19, 41.47, 8.20
108.65, 29, -19, 41.47, 8.20
108.70, 29, -19, 41.45, 8.20
108.75, 25, -19, 41.47, 8.20
108.80, 24, -18, 41.47, 8.20
108.85, 22, -18, 41.47, 8.20
108.90, 25, -17, 41.45, 8.20
108.95, 28, -17, 41.45, 8.20
109.00, 31, -16, 41.45, 8.20
109.05, 30, -16, 41.45, 8.20
109.10, 29, -16, 41.45, 8.20
109.15, 27, -16, 41.41, 8.20
109.20, 24, -17, 41.45, 8.20
109.25, 25, -17, 41.45, 8.20
109.30, 25, -17, 41.45, 8.20
109.35, 26, -18, 41.45, 8.20
109.40, 24, -18, 41.45, 8.20
109.45, 23, -18, 41.45, 8.20
109.50, 18, -17, 41.45, 8.20
109.55, 6, -17, 41.45, 8.20
109.60, 8, -16, 41.45, 8.20
109.65, 15, -16, 41.45, 8.20
109.70, 13, -15, 41.45, 8.20
109.75, 10, -14, 41.47, 8.20
109.80, 11, -14, 41.45, 8.20
109.85, 12, -14, 41.47, 8.20
109.90, 9, -14, 41.45, 8.20
109.95, 11, -15, 41.45, 8.20
110.00, 5, -15, 41.45, 8.20
110.05, 3, -15, 41.45, 8.20
110.10, 3, -15, 41.45, 8.20
110.15, 4, -14, 41.45, 8.20
110.20, 3, -14, 41.45, 8.20
110.25, 1, -14, 41.47, 8.20
110.30, 2, -14, 41.45, 8.20
110.35, 1, -13, 41.45, 8.20
110.40, 0, -12, 41.47, 8.20
110.45, -1, -11, 41.47, 8.20
110.50, -1, -9, 41.45, 8.20
110.55, -2, -8, 41.45, 8.20
110.60, -2, -7, 41.45, 8.20
110.65, -2, -7, 41.45, 8.20
110.70, -1, -7, 41.45, 8.20
110.75, -2, -7, 41.47, 8.20
110.80, -2, -7, 41.45, 8.20
110.85, -1, -6, 41.45, 8.20
110.90, -2, -6, 41.45, 8.20
110.95, -2, -5, 41.45, 8.20
111.00, -1, -4, 41.45, 8.20
111.05, 0, -3, 41.45, 8.20
111.10, -1, -3, 41.45, 8.20
111.15, -2, -2, 41.47, 8.20
111.20, -1, -2, 41.45, 8.20
111.25, -1, -2, 41.45, 8.20
111.30, -2, -2, 41.45, 8.20
111.35, -2, -1, 41.45, 8.20
111.40, -1, -1, 41.45, 8.20
111.45, -2, -0, 41.47, 8.20
111.50, 0, 0, 41.45, 8.20
111.55, -1, 0, 41.45, 8.20
111.60, -2, 0, 41.45, 8.20
111.65, -3, 0, 41.47, 8.20
111.70, -2, 0, 41.45, 8.20
111.75, -2, 0, 41.47, 8.20
111.80, -1, 0, 41.47, 8.20
111.85, -2, 0, 41.47, 8.20
111.90, -1, 0, 41.47, 8.20
111.95, -2, -0, 41.47, 8.20
112.00, -2, -0, 41.47, 8.20
112.05, 0, -0, 41.45, 8.20
112.10, -1, -0, 41.47, 8.20
112.15, -1, -0, 41.47, 8.20
112.20, -2, -0, 41.47, 8.20
112.25, -2, -0, 41.47, 8.20
112.30, -2, -0, 41.47, 8.20
112.35, -1, -0, 41.47, 8.20
112.40, -1, 0, 41.47, 8.20
112.45, 0, 0, 41.47, 8.20
112.50, -2, 0, 41.47, 8.20
112.55, -1, 0, 41.47, 8.20
112.60, -1, 0, 41.47, 8.20
112.65, -2, 0, 41.47, 8.20
112.70, -1, 0, 41.47, 8.20
112.75, -1, 0, 41.47, 8.20
112.80, -1, -0, 41.47, 8.20
112.85, -1, -0, 41.47, 8.20
112.90, -2, -0, 41.47, 8.20
112.95, -2, -0, 41.47, 8.20
113.00, -2, -0, 41.47, 8.20
113.05, -2, -0, 41.47, 8.20
113.10, -1, -0, 41.47, 8.20
113.15, -2, -0, 41.47, 8.20
113.20, -2, 0, 41.47, 8.20
113.25, -2, 0, 41.47, 8.20
113.30, -2, 0, 41.47, 8.20
113.35, -1, -0, 41.47, 8.20
113.40, -1, -0, 41.47, 8.20
113.45, -1, -0, 41.47, 8.20
113.50, -1, -0, 41.47, 8.20
113.55, -1, -0, 41.47, 8.20
113.60, -1, -0, 41.47, 8.20
113.65, -1, -0, 41.47, 8.20
113.70, -2, -0, 41.47, 8.20
113.75, -2, -0, 41.47, 8.20
113.80, -2, -0, 41.47, 8.20
113.85, -2, 0, 41.47, 8.20
113.90, -1, 0, 41.47, 8.20
113.95, -2, 0, 41.47, 8.20
114.00, -3, 0, 41.47, 8.20
114.05, -1, 0, 41.47, 8.20
114.10, -1, 0, 41.47, 8.20
114.15, -1, 0, 41.47, 8.20
114.20, -2, 0, 41.47, 8.20
114.25, -2, 0, 41.49, 8.20
114.30, -1, 0, 41.47, 8.20
114.35, -1, 0, 41.47, 8.20
114.40, -2, 0, 41.47, 8.20
114.45, -3, -0, 41.49, 8.20
114.50, -2, -0, 41.47, 8.20
114.55, -1, -0, 41.47, 8.20
114.60, -2, -0, 41.49, 8.20
114.65, -2, -0, 41.47, 8.20
114.70, -2, 0, 41.49, 8.20
114.75, -1, 0, 41.49, 8.20
114.80, 0, 0, 41.47, 8.20
114.85, -2, 0, 41.49, 8.20
114.90, -1, 0, 41.47, 8.20
114.95, -2, 0, 41.47, 8.20
115.00, -2, -0, 41.47, 8.20
115.05, -2, -0, 41.49, 8.20
115.10, 0, -0, 41.47, 8.20
115.15, -1, -0, 41.47, 8.20
115.20, -2, 0, 41.49, 8.20
115.25, -1, 1, 41.47, 8.20
115.30, 0, 1, 41.47, 8.20
115.35, -1, 1, 41.47, 8.20
115.40, -1, 0, 41.49, 8.20
115.45, -2, -1, 41.49, 8.20
115.50, -1, -1, 41.47, 8.20
115.55, -2, -1, 41.49, 8.20
115.60, -2, -0, 41.47, 8.20
115.65, -1, 1, 41.47, 8.20
115.70, -2, 1, 41.49, 8.20
115.75, -1, 1, 41.49, 8.20
115.80, -1, -1, 41.47, 8.20
115.85, -1, -2, 41.47, 8.20
115.90, -2, -0, 41.49, 8.20
115.95, -2, -0, 41.47, 8.20
116.00, -3, -0, 41.49, 8.20
116.05, -2, -0, 41.49, 8.20
116.10, -1, -0, 41.47, 8.20
116.15, -1, -0, 41.49, 8.20
116.20, -1, -0, 41.47, 8.20
116.25, -2, -0, 41.49, 8.20
116.30, -1, -0, 41.47, 8.20
116.35, -2, -0, 41.49, 8.20
